03/22,03/23,03/24,03/25,03/26,03/27,03/28,03/29,03/30,03/31,04/01,04/02,04/03,04/04,04/05,04/06,04/07,04/08,04/09,04/10,04/11,04/12,04/13,04/14,04/15,04/16,04/17,04/18,04/19,04/20,04/21,04/22,04/24,04/25,04/26,04/27,04/28,04/29,04/30,05/01,05/02,05/03,05/04,05/05,05/06,05/07,05/08,05/09,05/10,05/11,05/12,05/13,05/14,05/15,05/16,05/17,05/18,05/19,05/20,05/21,05/22,05/23,05/24,05/25,05/26,05/27,05/28,05/29,05/30,05/31,06/01,06/02,06/03,06/04,06/05,06/06,06/07,06/08,06/09,06/10,06/11,06/12,06/13,06/14,06/15,06/16,06/17,06/18,06/19,06/20,06/21,06/22,06/23,06/24,06/25,06/26,06/27,06/28,06/29,06/30,07/01,07/02,07/03,07/04,07/05,07/06,07/07,07/08,07/09,07/10,07/11,07/12,07/13,07/14,07/15,07/16,07/17,07/18,07/19,07/20,07/21,07/22,07/23,07/24,07/25,07/26,07/27,07/28,07/29,07/30,07/31,08/01,08/02,08/03,08/04,08/05,08/06,08/07,08/08,08/09
26,30,40,59,93,120,136,155,182,205,265,330,367,438,456,483,533,544,585,620,643,690,720,756,805,845,845,845,924,953,985,1026,1069,1085,1103,1124,1127,1158,1170,1184,1204,1219,1247,1263,1286,1312,1337,1358,1380,1391,1392,1434,1475,1496,1510,1536,1558,1578,1598,1614,1649,1666,1731,1746,1770,1792,1823,1841,1856,1896,1896,1933,1995,2036,2067,2106,2112,2147,2158,2193,2209,2238,2284,2326,2359,2389,2434,2467,2585,2642,2702,2773,2816,2877,2937,3005,3079,3139,3231,3284,3396,3466,3561,3748,3907,3976,4119,4317,4451,4640,4799,4962,5089,5174,5483,5884,6072,6237,6495,6567,6621,6910,7174,7379,7738,8112,8543,8806,9192,9558,9911,10171,10548,10726,10848,11069,11326,11556,11771,12031
