03/22,03/23,03/24,03/25,03/26,03/27,03/28,03/29,03/30,03/31,04/01,04/02,04/03,04/04,04/05,04/06,04/07,04/08,04/09,04/10,04/11,04/12,04/13,04/14,04/15,04/16,04/17,04/18,04/19,04/20,04/21,04/22,04/24,04/25,04/26,04/27,04/28,04/29,04/30,05/01,05/02,05/03,05/04,05/05,05/06,05/07,05/08,05/09,05/10,05/11,05/12,05/13,05/14,05/15,05/16,05/17,05/18,05/19,05/20,05/21,05/22,05/23,05/24,05/25,05/26,05/27,05/28,05/29,05/30,05/31,06/01,06/02,06/03,06/04,06/05,06/06,06/07,06/08,06/09,06/10,06/11,06/12,06/13,06/14,06/15,06/16,06/17,06/18,06/19,06/20,06/21,06/22,06/23,06/24,06/25,06/26,06/27,06/28,06/29,06/30,07/01,07/02,07/03,07/04,07/05,07/06,07/07,07/08,07/09,07/10,07/11,07/12,07/13,07/14,07/15,07/16,07/17,07/18,07/19,07/20,07/21,07/22,07/23,07/24,07/25,07/26,07/27,07/28,07/29,07/30,07/31,08/01,08/02,08/03,08/04,08/05,08/06,08/07,08/08,08/09
214,254,293,395,465,607,740,890,1019,1248,1480,1698,1992,2379,2602,2838,3272,3570,3958,4399,4953,5145,5606,6014,6328,6703,7292,7837,8316,8715,9277,9894,10584,11175,11920,12498,13013,13787,14390,15239,16281,17101,18016,18791,19544,19544,20781,21539,22367,23237,24211,24913,25835,26865,27684,28653,29291,30015,30976,31725,32935,33730,34489,34975,36433,37977,38844,39953,41055,42097,43066,43816,44630,45268,46171,46829,47658,48908,49452,49926,50345,50811,51351,51983,52600,52967,53386,53804,54243,54762,55362,55896,56342,56853,57359,57782,58388,59021,59491,59915,60475,60875,61372,61996,62695,63305,63638,64236,64853,65446,66301,67105,67960,68895,69648,70691,71546,72518,73415,74455,75370,76331,77286,78095,79165,80374,81273,82713,83574,84527,85394,86341,87208,88150,89406,90492,91226,91994,93863,95041
